net,length_um
rs_inst.vj_arr\[5\]\[0\],8.72
_1243_,8.7
net305,8.7
_0171_,8.665
cdb_inst.alu_value\[0\],8.66
rs_inst.vj_arr\[1\]\[15\],8.66
rs_inst.vj_arr\[6\]\[19\],8.66
_0487_,8.64
_0201_,8.625
_1210_,8.62
rs_inst.vj_arr\[3\]\[12\],8.62
net327,8.62
rs_inst.vj_arr\[4\]\[4\],8.58
_0296_,8.56
_0440_,8.56
_0789_,8.56
_0065_,8.525
_0150_,8.525
_0301_,8.525
_0356_,8.525
_1170_,8.52
rs_inst.vj_arr\[3\]\[2\],8.52
_0433_,8.5
_0029_,8.485
_0537_,8.48
rs_inst.vj_arr\[0\]\[1\],8.46
rs_inst.vj_arr\[3\]\[11\],8.46
rs_inst.vj_arr\[4\]\[22\],8.46
_0719_,8.44
_0816_,8.44
_0875_,8.44
rs_inst.vj_arr\[6\]\[5\],8.42
rs_inst.vj_arr\[6\]\[9\],8.42
_0689_,8.38
_0725_,8.37
_0607_,8.36
rs_inst.vj_arr\[4\]\[31\],8.36
net221,8.36
rs_inst.vj_arr\[4\]\[30\],8.34
_0063_,8.325
_0074_,8.325
rs_inst.vj_arr\[0\]\[15\],8.32
rs_inst.vj_arr\[4\]\[20\],8.32
rs_inst.vj_arr\[6\]\[20\],8.32
_0101_,8.305
_0343_,8.305
_0800_,8.3
_0467_,8.28
_0692_,8.28
rs_inst.vj_arr\[2\]\[1\],8.28
_0387_,8.26
net227,8.26
net351,8.24
_0991_,8.22
_0213_,8.205
_0612_,8.2
_0784_,8.2
rs_inst.vj_arr\[7\]\[14\],8.2
_0769_,8.18
_0710_,8.16
net268,8.16
_0144_,8.145
_1242_,8.12
net134,8.12
net296,8.12
_0059_,8.065
_0064_,8.065
_0308_,8.065
_0549_,8.04
_0107_,8.025
_0517_,8.02
_0733_,8.02
rs_inst.vj_arr\[2\]\[13\],8
_0386_,7.98
rs_inst.vj_arr\[2\]\[30\],7.86
rs_inst.vj_arr\[4\]\[1\],7.86
_0083_,7.845
_0560_,7.82
rs_inst.vj_arr\[3\]\[25\],7.8
net217,7.8
rs_inst.vj_arr\[3\]\[16\],7.78
net299,7.78
net352,7.78
_0448_,7.76
_0574_,7.76
_0165_,7.745
_1014_,7.74
_0092_,7.735
_0275_,7.7
_0796_,7.7
_0051_,7.685
_0626_,7.68
rs_inst.vj_arr\[3\]\[8\],7.68
net386,7.68
_0755_,7.67
rs_inst.vj_arr\[6\]\[14\],7.64
net213,7.64
rs_inst.vj_arr\[6\]\[23\],7.635
_0007_,7.625
_1218_,7.62
_0777_,7.6
_0896_,7.6
_0904_,7.56
_1042_,7.56
net115,7.56
net126,7.56
net150,7.56
net312,7.56
_0676_,7.54
_0501_,7.52
_0628_,7.52
_0941_,7.52
net304,7.52
_0077_,7.48
rs_inst.vj_arr\[5\]\[11\],7.44
net317,7.44
rs_inst.busy\[4\],7.42
rs_inst.vj_arr\[5\]\[5\],7.4
_0146_,7.385
_0215_,7.385
_0259_,7.385
_0355_,7.385
_1007_,7.36
_0099_,7.345
net198,7.34
_0619_,7.33
_0557_,7.3
cdb_inst.alu_value\[5\],7.3
_0483_,7.26
_0738_,7.26
_0185_,7.24
_0476_,7.24
_0585_,7.24
_0803_,7.24
_0911_,7.24
net371,7.24
_0844_,7.22
_0905_,7.22
_0908_,7.22
rs_inst.vj_arr\[3\]\[6\],7.22
net177,7.22
net284,7.22
rs_inst.vj_arr\[0\]\[13\],7.2
rs_inst.vj_arr\[3\]\[22\],7.2
_0125_,7.18
_0899_,7.18
_0990_,7.18
_1017_,7.18
cdb_inst.alu_value\[18\],7.18
net260,7.16
_0451_,7.14
_0934_,7.14
_0950_,7.14
_0759_,7.12
_0102_,7.105
_0654_,7.1
_0829_,7.1
net117,7.1
net123,7.1
net230,7.1
net356,7.1
net389,7.1
_0675_,7.06
_0766_,7.06
_1194_,7.06
rs_inst.vj_arr\[6\]\[3\],7.06
net197,7.06
net359,7.06
rs_inst.vj_arr\[2\]\[22\],7.04
rs_inst.vj_arr\[4\]\[8\],6.98
net186,6.98
net249,6.98
net264,6.98
_0418_,6.94
rs_inst.vj_arr\[1\]\[30\],6.94
_0069_,6.925
_0535_,6.9
_1151_,6.88
net210,6.86
_0033_,6.825
_0082_,6.825
_0103_,6.825
_0104_,6.825
_0164_,6.825
_0172_,6.825
_0179_,6.825
_0217_,6.825
_0220_,6.825
_0252_,6.825
_0304_,6.825
_0311_,6.825
_0362_,6.825
_0928_,6.82
_1050_,6.82
_0739_,6.78
rs_inst.vj_arr\[1\]\[21\],6.78
_0177_,6.765
_0128_,6.76
_0130_,6.76
_0538_,6.76
_0545_,6.76
_0709_,6.76
_0787_,6.76
_0859_,6.76
net333,6.76
net363,6.76
_0111_,6.74
rs_inst.vj_arr\[1\]\[0\],6.74
rs_inst.vj_arr\[6\]\[8\],6.74
rs_inst.vj_arr\[7\]\[21\],6.74
net250,6.74
_0274_,6.72
_0647_,6.72
_0720_,6.72
rs_inst.vj_arr\[1\]\[16\],6.72
rs_inst.vj_arr\[6\]\[16\],6.72
_0209_,6.705
_0565_,6.7
_0060_,6.685
_0655_,6.67
_0027_,6.645
_0058_,6.645
_0823_,6.64
_1059_,6.64
rs_inst.vj_arr\[0\]\[22\],6.64
rs_inst.vj_arr\[3\]\[29\],6.64
net105,6.64
net114,6.64
net145,6.64
net181,6.64
net291,6.64
_1236_,6.6
net383,6.6
_1003_,6.58
_0554_,6.54
_0820_,6.54
net285,6.52
_0375_,6.5
_1040_,6.5
_0340_,6.465
_0817_,6.44
net82,6.43
_0260_,6.425
_0567_,6.4
rs_inst.vj_arr\[2\]\[10\],6.4
_0561_,6.38
net276,6.38
_0013_,6.365
_0086_,6.365
_0162_,6.365
_0222_,6.365
_0233_,6.365
_0256_,6.365
_0309_,6.365
_0310_,6.365
_0350_,6.365
_0358_,6.365
rs_inst.vj_arr\[7\]\[16\],6.36
_0018_,6.355
_0047_,6.345
net256,6.335
_0407_,6.32
_0556_,6.32
net295,6.32
net378,6.32
_0284_,6.3
_0544_,6.3
_0698_,6.3
_0855_,6.3
_0862_,6.3
rs_inst.vj_arr\[3\]\[21\],6.3
net306,6.3
_0523_,6.28
rs_inst.vj_arr\[1\]\[18\],6.28
rs_inst.vj_arr\[2\]\[14\],6.28
rs_inst.vj_arr\[2\]\[19\],6.28
rs_inst.vj_arr\[5\]\[23\],6.28
rs_inst.vj_arr\[6\]\[26\],6.28
rs_inst.vj_arr\[6\]\[31\],6.28
cdb_inst.alu_value\[1\],6.26
rs_inst.vj_arr\[3\]\[23\],6.26
_0017_,6.225
_0088_,6.225
dmem_addr[22],6.21
dmem_addr[27],6.21
dmem_addr[28],6.21
imem_addr[11],6.21
imem_addr[12],6.21
imem_addr[24],6.21
imem_addr[28],6.21
imem_addr[2],6.21
imem_addr[4],6.21
imem_addr[7],6.21
_0515_,6.2
_0359_,6.185
_0657_,6.18
_0767_,6.18
_1164_,6.18
_1244_,6.18
cycle_counter\[2\],6.18
rs_inst.vj_arr\[1\]\[28\],6.18
rs_inst.vj_arr\[5\]\[27\],6.18
net167,6.18
net201,6.18
net236,6.18
net245,6.18
net375,6.18
_0383_,6.14
_0484_,6.14
_0728_,6.14
_0743_,6.14
_0943_,6.14
_0999_,6.14
cdb_inst.alu_value\[7\],6.14
_0673_,6.13
dmem_addr[23],6.09
_0305_,6.065
_0832_,6.06
net165,6.06
_0001_,6.04
_1054_,6.04
_0827_,6.02
_0479_,5.98
net322,5.98
_0073_,5.965
_0338_,5.965
_0421_,5.96
_0374_,5.92
_1206_,5.9
_1237_,5.9
rs_inst.vj_arr\[7\]\[24\],5.9
dmem_addr[19],5.87
dmem_addr[24],5.87
imem_addr[10],5.87
imem_addr[19],5.87
imem_addr[9],5.87
_0126_,5.86
_0135_,5.86
_0534_,5.86
_0754_,5.86
_0918_,5.86
net326,5.86
_0409_,5.84
_0810_,5.84
_0856_,5.84
rs_inst.vj_arr\[0\]\[19\],5.84
rs_inst.vj_arr\[0\]\[24\],5.84
rs_inst.vj_arr\[0\]\[3\],5.84
rs_inst.vj_arr\[3\]\[30\],5.84
net112,5.84
net332,5.84
net336,5.84
net384,5.84
_0294_,5.8
_0681_,5.8
_1006_,5.8
rs_inst.vj_arr\[1\]\[7\],5.8
rs_inst.vj_arr\[3\]\[18\],5.8
rs_inst.vj_arr\[7\]\[15\],5.8
net274,5.8
net282,5.8
_0210_,5.765
dmem_addr[2],5.75
dmem_addr[5],5.75
net95,5.75
_0740_,5.74
_0116_,5.72
_0992_,5.72
_1240_,5.72
rs_inst.vj_arr\[0\]\[4\],5.72
rs_inst.vj_arr\[1\]\[4\],5.72
net174,5.72
net242,5.72
_0634_,5.7
_0821_,5.7
_0298_,5.68
_0494_,5.68
_1107_,5.68
_1119_,5.68
net237,5.68
net303,5.68
net348,5.68
_0078_,5.605
rs_inst.vj_arr\[4\]\[24\],5.6
rs_inst.vj_arr\[4\]\[9\],5.6
rs_inst.vj_arr\[6\]\[27\],5.6
_0022_,5.58
_0236_,5.58
_0842_,5.58
dmem_addr[18],5.53
dmem_addr[21],5.53
dmem_addr[25],5.53
imem_addr[16],5.53
imem_addr[17],5.53
imem_addr[21],5.53
imem_addr[26],5.53
imem_addr[29],5.53
imem_addr[31],5.53
imem_addr[3],5.53
imem_addr[5],5.53
imem_addr[8],5.53
rst,5.53
net328,5.52
_0071_,5.505
_0671_,5.48
rs_inst.vj_arr\[5\]\[1\],5.48
net118,5.48
_0723_,5.46
imem_addr[14],5.41
_0114_,5.4
rs_inst.vj_arr\[4\]\[5\],5.4
_0138_,5.38
_0927_,5.38
rs_inst.vj_arr\[3\]\[19\],5.38
rs_inst.vj_arr\[7\]\[18\],5.38
net140,5.38
net347,5.38
rs_inst.vj_arr\[0\]\[5\],5.36
net120,5.36
_0037_,5.345
_0038_,5.345
_0609_,5.34
_0660_,5.34
_1015_,5.34
_1204_,5.34
_1215_,5.34
_1230_,5.34
rs_inst.vj_arr\[0\]\[10\],5.34
rs_inst.vj_arr\[5\]\[28\],5.34
_0212_,5.305
_0339_,5.305
net88,5.29
net97,5.29
net75,5.29
_0113_,5.28
rs_inst.vj_arr\[2\]\[0\],5.28
rs_inst.vj_arr\[2\]\[21\],5.28
_0041_,5.265
_0061_,5.265
_0084_,5.265
_0620_,5.26
rs_inst.vj_arr\[1\]\[8\],5.26
rs_inst.vj_arr\[7\]\[23\],5.26
net171,5.26
net278,5.26
net308,5.26
_0140_,5.24
_0693_,5.22
_0758_,5.22
_0912_,5.22
_0947_,5.22
_1117_,5.22
_1149_,5.22
_1153_,5.22
_1213_,5.22
_1233_,5.22
cdb_inst.alu_value\[13\],5.2
imem_addr[18],5.19
_0264_,5.16
rs_inst.vj_arr\[0\]\[16\],5.14
_0461_,5.12
_0591_,5.12
_0603_,5.12
_1047_,5.12
dmem_addr[1],5.07
dmem_addr[7],5.07
dmem_addr[9],5.07
net86,5.07
net94,5.07
net80,5.07
net69,5.07
_0924_,5.06
_0241_,5.045
_0485_,5.04
_0893_,5.02
_1037_,5.02
_0578_,5
_0613_,5
_1147_,5
dmem_addr[4],4.95
dmem_addr[6],4.95
dmem_addr[8],4.95
_0573_,4.94
_0605_,4.94
_0703_,4.94
_0726_,4.94
_0814_,4.94
rs_inst.vj_arr\[3\]\[17\],4.94
rs_inst.vj_arr\[4\]\[19\],4.94
_0282_,4.92
_0633_,4.92
_0665_,4.92
_0760_,4.92
rs_inst.vj_arr\[0\]\[0\],4.92
rs_inst.vj_arr\[3\]\[1\],4.92
rs_inst.vj_arr\[3\]\[26\],4.92
rs_inst.vj_arr\[3\]\[3\],4.92
rs_inst.vj_arr\[3\]\[9\],4.92
rs_inst.vj_arr\[7\]\[4\],4.92
net111,4.92
net113,4.92
net215,4.92
net234,4.92
net340,4.92
_0110_,4.9
_0376_,4.9
_0768_,4.9
rs_inst.vj_arr\[2\]\[20\],4.9
rs_inst.vj_arr\[4\]\[6\],4.9
rs_inst.vj_arr\[7\]\[5\],4.9
net243,4.9
_0299_,4.88
_0649_,4.88
_0656_,4.88
_0997_,4.88
_1208_,4.88
_1228_,4.88
rs_inst.vj_arr\[3\]\[20\],4.88
dmem_addr[20],4.85
dmem_addr[26],4.85
dmem_addr[29],4.85
dmem_addr[30],4.85
dmem_addr[31],4.85
imem_addr[13],4.85
imem_addr[15],4.85
imem_addr[20],4.85
imem_addr[22],4.85
imem_addr[25],4.85
imem_addr[27],4.85
imem_addr[30],4.85
imem_addr[6],4.85
_0032_,4.845
_0100_,4.845
_0328_,4.845
_0115_,4.82
_1057_,4.82
_0142_,4.805
_0332_,4.805
_0522_,4.8
_0930_,4.8
rs_inst.vj_arr\[1\]\[10\],4.8
net137,4.8
net138,4.8
net187,4.8
net195,4.8
net331,4.8
_0335_,4.785
_0293_,4.76
imem_addr[23],4.73
_0081_,4.725
_0322_,4.7
_0288_,4.68
_0024_,4.625
_0028_,4.625
_0049_,4.625
_0169_,4.625
_0208_,4.625
_0214_,4.625
net71,4.61
net84,4.61
net77,4.61
_0151_,4.605
_0782_,4.6
_0034_,4.585
_0239_,4.585
_0251_,4.58
_0989_,4.54
_1113_,4.54
_1115_,4.54
_1141_,4.54
_0068_,4.525
net116,4.51
_0437_,4.48
_0664_,4.48
_1197_,4.48
rs_inst.vj_arr\[1\]\[23\],4.48
rs_inst.vj_arr\[3\]\[10\],4.48
rs_inst.vj_arr\[3\]\[13\],4.48
net182,4.48
_0119_,4.46
_0122_,4.46
_0771_,4.46
_0775_,4.46
_0781_,4.46
_0807_,4.46
_1020_,4.46
rs_inst.vj_arr\[2\]\[24\],4.46
net106,4.46
net211,4.46
net229,4.46
net289,4.46
net354,4.46
_0818_,4.44
_0597_,4.42
net89,4.39
net91,4.39
net92,4.39
net96,4.39
net76,4.39
net103,4.39
_0176_,4.385
_0184_,4.385
_0690_,4.36
_1019_,4.36
_0163_,4.34
_0890_,4.34
rs_inst.vj_arr\[2\]\[31\],4.34
net119,4.34
net169,4.34
net173,4.34
net196,4.34
net235,4.34
net366,4.34
dmem_addr[0],4.27
dmem_addr[3],4.27
_0238_,4.24
_0268_,4.24
_0314_,4.24
_0324_,4.24
_0333_,4.24
net175,4.24
net202,4.24
net381,4.24
net382,4.24
rs_inst.vj_arr\[4\]\[21\],4.22
_0622_,4.2
_0025_,4.195
_0053_,4.165
_0267_,4.165
_0320_,4.165
net192,4.14
net362,4.14
_0405_,4.12
_0785_,4.12
_0465_,4.08
_0307_,4.065
_0134_,4.02
_0583_,4.02
_0642_,4.02
_0839_,4.02
_1135_,4.02
_1196_,4.02
net290,4.02
_1245_,4.01
_0117_,4
_0283_,4
_0285_,4
_0729_,4
_0986_,4
rs_inst.vj_arr\[3\]\[4\],4
rs_inst.vj_arr\[5\]\[25\],4
net158,4
net166,4
net216,4
net223,4
net254,4
net358,4
net368,4
rs_inst.vj_arr\[4\]\[10\],3.98
_0030_,3.965
_0090_,3.965
net85,3.93
net72,3.93
net99,3.93
net100,3.93
_0004_,3.925
_0066_,3.925
_0155_,3.925
_0156_,3.925
_0175_,3.925
_0080_,3.9
_0132_,3.9
_0133_,3.9
_0546_,3.9
_0637_,3.9
_0397_,3.88
_0529_,3.88
_0533_,3.88
_0948_,3.88
_1041_,3.88
_1198_,3.88
net109,3.88
net163,3.88
net302,3.88
net367,3.88
_0804_,3.86
_0189_,3.78
_0203_,3.78
_0245_,3.78
_0295_,3.78
_0302_,3.78
_0327_,3.78
_1035_,3.78
net183,3.78
_0954_,3.76
_0388_,3.74
_0219_,3.705
_0244_,3.705
_0168_,3.685
_0799_,3.66
_0819_,3.66
_0985_,3.66
net269,3.66
net280,3.66
rs_inst.vj_arr\[6\]\[6\],3.64
_0044_,3.635
_0108_,3.605
_0261_,3.605
_0984_,3.57
_0137_,3.56
_0512_,3.56
_0667_,3.56
_0877_,3.56
net164,3.56
net194,3.56
net255,3.56
net257,3.56
net262,3.56
net273,3.56
net315,3.56
net345,3.56
net353,3.56
net376,3.56
net377,3.56
net380,3.56
net390,3.56
_0841_,3.54
_0850_,3.54
rs_inst.vj_arr\[1\]\[19\],3.54
rs_inst.vj_arr\[1\]\[9\],3.54
net110,3.54
net141,3.54
net147,3.54
net149,3.54
net153,3.54
net156,3.54
net172,3.54
net191,3.54
net334,3.54
net361,3.54
_0023_,3.52
rs_inst.vj_arr\[4\]\[11\],3.52
_0000_,3.505
_0207_,3.505
_0346_,3.505
_0349_,3.505
_0005_,3.465
_0039_,3.465
_0050_,3.465
_0183_,3.465
_0190_,3.465
_0193_,3.465
_0202_,3.465
_0230_,3.465
_0269_,3.465
_0321_,3.465
_0124_,3.44
_1125_,3.44
_0272_,3.42
_0279_,3.42
_0472_,3.42
_0750_,3.42
_1097_,3.42
_1104_,3.42
_1131_,3.42
_1239_,3.42
net108,3.42
net132,3.42
net152,3.42
net342,3.42
net394,3.42
_0093_,3.345
_0167_,3.345
_0062_,3.32
_0098_,3.32
_0148_,3.32
_0159_,3.32
_0195_,3.32
_0246_,3.32
_0922_,3.32
net288,3.3
_0152_,3.245
_0158_,3.245
_0187_,3.245
_0221_,3.245
_0242_,3.245
_0313_,3.245
_0331_,3.245
_0334_,3.245
_0200_,3.225
_0849_,3.22
net107,3.22
net324,3.22
net341,3.22
_0344_,3.155
_0957_,3.1
_0988_,3.1
_1029_,3.1
_1045_,3.1
net330,3.1
_0139_,3.08
_0276_,3.08
_0287_,3.08
_0292_,3.08
_0615_,3.08
_0864_,3.08
_0888_,3.08
_0906_,3.08
_0951_,3.08
_1027_,3.08
net122,3.08
net128,3.08
net129,3.08
net135,3.08
net136,3.08
net154,3.08
net159,3.08
net232,3.08
net233,3.08
net320,3.08
net349,3.08
net373,3.08
_0170_,3.045
_0235_,3.045
_0337_,3.045
_0087_,3.005
_0192_,3.005
_0226_,3.005
_0266_,3.005
_0342_,3.005
_0112_,2.98
_0273_,2.98
_0452_,2.98
_0286_,2.96
_0291_,2.96
_0297_,2.96
_0488_,2.96
_0614_,2.96
_0956_,2.96
_1137_,2.96
_1229_,2.96
_1231_,2.96
rs_inst.vj_arr\[0\]\[31\],2.96
net176,2.96
net218,2.96
net247,2.96
net338,2.96
net369,2.96
_0035_,2.88
_0036_,2.86
_0096_,2.86
_0186_,2.86
_0191_,2.86
_0199_,2.86
_0300_,2.86
_0363_,2.86
_0008_,2.785
_0075_,2.785
_0143_,2.785
_0145_,2.785
_0188_,2.785
_0205_,2.765
_0857_,2.76
_0937_,2.76
_1013_,2.76
net208,2.76
net301,2.76
_0706_,2.74
_1145_,2.74
net323,2.74
_0031_,2.715
_0006_,2.705
_0277_,2.64
_0290_,2.64
_0625_,2.64
_0826_,2.64
net275,2.64
net307,2.64
net310,2.64
net311,2.64
net319,2.64
_0120_,2.62
_0121_,2.62
_0123_,2.62
_0141_,2.62
_0581_,2.62
_0773_,2.62
_0880_,2.62
_0886_,2.62
_0919_,2.62
_0939_,2.62
_0953_,2.62
net131,2.62
net146,2.62
net157,2.62
net178,2.62
net225,2.62
net238,2.62
net251,2.62
net281,2.62
net283,2.62
net343,2.62
net385,2.62
_0160_,2.595
_0182_,2.595
_0026_,2.585
_0042_,2.585
_0095_,2.585
_0254_,2.585
_0262_,2.585
_0317_,2.585
_0357_,2.585
_0360_,2.585
_0076_,2.545
_0097_,2.545
_0147_,2.545
_0161_,2.545
_0166_,2.545
_0174_,2.545
_0181_,2.545
_0225_,2.545
_0249_,2.545
_0316_,2.545
_0330_,2.545
_0361_,2.545
_1012_,2.52
net318,2.52
_0289_,2.5
_0503_,2.5
_0592_,2.5
_0770_,2.5
_0793_,2.5
_1111_,2.5
_1128_,2.5
_1180_,2.5
_1201_,2.5
_1222_,2.5
_1226_,2.5
_1232_,2.5
_1238_,2.5
net127,2.5
net204,2.5
net205,2.5
net244,2.5
net261,2.5
net263,2.5
net294,2.5
net314,2.5
net360,2.5
net392,2.5
_0157_,2.485
_0216_,2.485
_0105_,2.375
_0106_,2.375
_0085_,2.325
_0094_,2.325
_0413_,2.3
_0525_,2.3
_0558_,2.3
net161,2.3
net168,2.3
net170,2.3
net179,2.3
net266,2.3
net270,2.3
net313,2.3
_0576_,2.28
_0632_,2.28
_0109_,2.255
_0550_,2.18
_0600_,2.18
_0708_,2.18
_0903_,2.18
_0914_,2.18
net246,2.18
net279,2.18
net391,2.18
_0278_,2.16
_0280_,2.16
_0527_,2.16
_0691_,2.16
_0915_,2.16
_1021_,2.16
_1055_,2.16
_1093_,2.16
_1139_,2.16
_1224_,2.16
net155,2.16
net185,2.16
net228,2.16
net265,2.16
net286,2.16
net339,2.16
net365,2.16
_0055_,2.145
_0019_,2.125
_0021_,2.125
_0054_,2.125
_0180_,2.125
_0224_,2.125
_0247_,2.125
_0257_,2.125
_0258_,2.125
_0318_,2.125
_0319_,2.125
_0325_,2.125
_0352_,2.125
_0353_,2.125
_0009_,2.085
_0012_,2.085
_0020_,2.085
_0149_,2.085
_0227_,2.085
_0228_,2.085
_0250_,2.085
_0312_,2.085
_0347_,2.085
_0067_,2.06
_0255_,2.06
_0714_,2.06
_0629_,2.04
_1023_,2.04
net337,2.04
_0198_,2.025
_0833_,1.94
_0265_,1.915
_0002_,1.865
_0003_,1.865
_0011_,1.865
_0014_,1.865
_0046_,1.865
_0052_,1.865
_0056_,1.865
_0070_,1.865
_0079_,1.865
_0091_,1.865
_0173_,1.865
_0206_,1.865
_0223_,1.865
_0315_,1.865
_0323_,1.865
_0341_,1.865
_0270_,1.84
_0682_,1.84
_1031_,1.84
net133,1.84
net206,1.84
net214,1.84
net224,1.84
net287,1.84
net355,1.84
net364,1.84
_0540_,1.82
_0652_,1.82
_0669_,1.82
_0713_,1.82
_0932_,1.82
net240,1.82
net300,1.82
net357,1.82
_0650_,1.72
_0774_,1.72
_0835_,1.72
_0271_,1.7
_0921_,1.7
_1004_,1.7
_1234_,1.7
rs_inst.vj_arr\[5\]\[16\],1.7
rs_inst.vj_arr\[5\]\[21\],1.7
net139,1.7
net143,1.7
net144,1.7
net189,1.7
net203,1.7
net212,1.7
net271,1.7
_0045_,1.685
_0072_,1.685
_0197_,1.575
_0231_,1.575
_0834_,1.48
_0848_,1.48
_1046_,1.48
_0303_,1.46
_0010_,1.405
_0015_,1.405
_0016_,1.405
_0043_,1.405
_0057_,1.405
_0218_,1.405
_0229_,1.405
_0240_,1.405
_0326_,1.405
_0345_,1.405
_0410_,1.38
_0441_,1.38
_0610_,1.38
_0683_,1.38
_1001_,1.38
net121,1.38
net125,1.38
net130,1.38
net200,1.38
net258,1.38
net372,1.38
_0497_,1.36
_0429_,1.26
_0507_,1.26
_1080_,1.26
_1083_,1.26
_1091_,1.26
_1099_,1.26
_0811_,0.92
_0895_,0.92
net148,0.92
net193,0.92
net379,0.92
_0456_,0.8
_0464_,0.8
_0854_,0.8
rs_inst.vj_arr\[4\]\[23\],0.8
_0802_,0.46
_1195_,0.46
net124,0.46
net142,0.46
net151,0.46
net160,0.46
net162,0.46
net184,0.46
net190,0.46
net207,0.46
net209,0.46
net219,0.46
net222,0.46
net226,0.46
net231,0.46
net248,0.46
net252,0.46
net272,0.46
net293,0.46
net309,0.46
net335,0.46
net344,0.46
net346,0.46
net350,0.46
net370,0.46
net374,0.46
net387,0.46
